scientific_name,common_name,impact_country,impact_region,impact_mechanism,impact_category,category_evidence,confidence_rating,confidence_justification,impact_details,impact_species,notes,reference,file_name
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(2) Predation,MO - Moderate,"Gecko numbers are probably depressed by predation by Common Mynahs Acridotheres tristis and
Red-whiskered Bulbuls Pycnonotus jocosus, both introduced. Mynahs frequently eat lizards including an
agamid Calotes versicolor (pers. obs.) and house geckos Hemidactylus and Gehyra spp. (J.-M. Vinson and S.
McKeown pers. comm.) and it is reasonable to suggest that they will also take Phelsuma geckos. The Red-whiskered Bulbul is probably a major predator of young geckos (McKeown pers. comm.).",Low,"Whilst the evidence for impact is observational, it is difficult to establish the extent and severity of predation impacts to populations of gecko species in Mauritius.  Another possible cause of decline is the predation by the common myna.",NA,"Hemidactylus,Gehyra spp.,
Calotes versicolor",NA,Diamond A W (2009) Studies of Mascarene Island Birds. Edited by Anthony William Diamond. Cambridge University Press.,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,"Black River Gorges
National Park",(2) Predation,MN - Minor,"Almost 99% of all droppings analysed contained plant material, with 92.4% containing seeds, and only 7.4% containing invertebrate remains.",Medium,"There is empirical evidence for impact at individual level, but it is difficult to establish the extent and severity of predation impacts to populations of  invertebrate species in Mauritius.",NA,"Acarina,
Nephila inaurata,
Araneidae,
Coleoptera,
Hymenoptera",NA,"Linnebjerg J, Hansen D, Bunbury N & Olesen J (2010) Diet composition of the invasive red-whiskered bulbul Pycnonotus jocosus in Mauritius. Journal of Tropical Ecology, 26(3), 347-350. doi:10.1017/S0266467409990617",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,U.S.A.,Hawaii,(2) Predation,MN - Minor,"The birds also gathered insects from a variaty of substates in many different fashions. Birds also used corners of buildings that had large spider webs, hovering in front and plucking insects out. On 3 August 1977, a bulbul was observed chasing a large chamelion (Anolis sp.) in a circular pattern down an octopus tree, it was unsuccessful in capturing the reptile.",Medium,"There is empirical evidence for impact at individual level, but it is difficult to establish the extent and severity of predation impacts to populations of  invertebrate and small vertebrate species in Hawaii.",NA,NA,NA,"Van Riper C, Van Riper SG, Berger AJ (1979) The red-whiskered bulbul in Hawaii. In: The Wilson Bulletin, 9 (2) 323-328.",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,U.S.A.,Hawaii,(2) Predation,DD - Data deficient,"The birds also gathered insects from a variaty of substates in many different fashions. Birds also used corners of buildings that had large spider webs, hovering in front and plucking insects out. On 3 August 1977, a bulbul was observed chasing a large chamelion (Anolis sp.) in a circular pattern down an octopus tree, it was unsuccessful in capturing the reptile.",NA,NA,NA,NA,NA,"Van Riper C, Van Riper SG, Berger AJ (1979) The red-whiskered bulbul in Hawaii. In: The Wilson Bulletin, 9 (2) 323-328.",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Seychelles,Assumption Island,(2) Predation,DD - Data deficient,"Introduced  to  Assumption from Mauritius probably in 1976,
Biology and ecology:  
▪ Originally from the Indian sub-continent to southern China, but widespread due to introductions. 
▪ Medium sized brown bird with white underparts, an erect black crest and scarlet ear patch.  
▪ Usually solitary, often territorial, frequenting bush areas.  
▪ Mainly insectivorous, but also feeding on small reptiles and birds. 
▪ Probably capable of dispersing between islands.",NA,NA,the red-whiskered bulbul was completely eradicated on Assumption,NA,NA,Beaver K & Mougal J (Eds) (2010) Review of invasive alien species control and eradication programmes in Seychelles.,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Seychelles,Assumption Island,(2) Predation,DD - Data deficient,"When the Indian Ocean atoll of Aldabra was added to the World Heritage List in 1982 it concluded 20 years of conservation effort to gain international recognition of its scientific importance. Its native wildlife, which is still remarkably intact, is, however, under threat. Only 27 km away, on Assumption Island, introduced bird species have established and are breeding. The author made a survey in October 1986 and among his findings was the particularly alarming discovery of a large population of red-whiskered bulbuls Pycnonotus jocosus, a nest predator of small passerines. Urgent action is required to remove the introduced species from Assumption, not only to protect Aldabra, but also to pave the way for conservation efforts on Assumption itself.",NA,NA,the red-whiskered bulbul was completely eradicated on Assumption,NA,NA,"Roberts P (1988) Introduced birds on Assumption Island - a threat to Aldabra. Oryx, 22(01), p.15.",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,"Black River Gorges
National Park",(8) Grazing/herbivory/browsing,DD - Data deficient,"Our study confirms that the red-whiskered bulbul is predominantly frugivorous in Mauritius, at least during
our study season. Almost 99% of all droppings analysed contained plant material, with 92.4% containing seeds, and only 7.4% containing invertebrate remains. Diet composition of native plant species: Ficus reflexa, Harungana madagascariensis.
The plant material consumed by the red-whiskered bulbul in Mauritius consisted mostly of fruits of invasive
species. There were numerous other plant species fruiting during the study period. In addition to the plant species already identified in the birds’ faeces, 28 species (21 endemic, five native and two introduced) across all of
our study sites bore fruits which were potentially edible to the bulbul (P. Gangaram, pers. com.) and, although 6.8% of the seeds were unidentified, it is surprising that we did not find a larger number of seeds from native plant species in the droppings.",NA,NA,NA,NA,NA,"Linnebjerg J, Hansen D, Bunbury N & Olesen J (2010) Diet composition of the invasive red-whiskered bulbul Pycnonotus jocosus in Mauritius. Journal of Tropical Ecology, 26(3), 347-350. doi:10.1017/S0266467409990617",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,"Black River Gorges
National Park",(12) Indirect impacts through interactions with other species,DD - Data deficient,"The bird is also believed to have facilitated the spread of several introduced plant species, including Ligustrum
robustum var. walkeri Blume, Clidemia hirta D. Don, Lantana camara L. and Cordia interrupta DC, which, prior
to the introduction of the red-whiskered bulbul, were quiescent.

The plant material consumed by the red-whiskered bulbul in Mauritius consisted mostly of fruits of invasive
species. This indicates that such fruits constitute a major part of the bulbul’s diet and suggests that these
birds play an important role in dispersing the seeds of introduced plants in Mauritius. For seeds of two invasive plants, L. robustum and C. hirta, red-whiskered bulbul gut-passage has positive effects on germination,
demonstrating that the bulbuls were indeed effective dispersers of these species.",NA,NA,NA,NA,NA,"Linnebjerg J, Hansen D, Bunbury N & Olesen J (2010) Diet composition of the invasive red-whiskered bulbul Pycnonotus jocosus in Mauritius. Journal of Tropical Ecology, 26(3), 347-350. doi:10.1017/S0266467409990617",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,France,La Réunion,(12) Indirect impacts through interactions with other species,DD - Data deficient,"The red-whiskered bulbul (Pycnonotus jocosus) is a cosmopolitan, frugivorous invader that has disrupted plant communities in many habitats. This bulbul colonized the southeastern part of La R ́eunion
island and became a ‘common and efficient seed-disperser of alien species such as Rubus alceifolius’
(C. Thebaud, unpublished data) (Macdonald et al.1991).",NA,NA,NA,NA,NA,Simberloff D & Holle B (1999) Positive interactions of nonindigenous species: invasional meltdown? Biol. Invasions 21–32. doi:10.1023/a:1010086329619.,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,Mascarene island,(12) Indirect impacts through interactions with other species,DD - Data deficient,"The red-whiskered bulbul (Pycnonotus jocosus) is a cosmopolitan, frugivorous invader that has disrupted plant communities in many habitats. This bulbul colonized the southeastern part of La R ́eunion
island and became a ‘common and efficient seed-disperser of alien species such as Rubus alceifolius’
(C. Thebaud, unpublished data) (Macdonald et al.1991). Cheke (1987) described the damage in the Mascarene islands caused by the introduction of a dispersal agent for a plant already present but quiescent until the introduction of the red-whiskered bulbul (Wieh ́e 1946), which now spreads the ubiquitous weed Cordia interrupta.",NA,NA,NA,NA,NA,Simberloff D & Holle B (1999) Positive interactions of nonindigenous species: invasional meltdown? Biol. Invasions 21–32. doi:10.1023/a:1010086329619.,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,Mascarene island,(12) Indirect impacts through interactions with other species,DD - Data deficient,A disastrous example of the introduction of a dispersal agent for a plant already present but quiescent was the explosive spread of the weed jujube tree (Cordia interrupta) by Red-whiskered Bulbuls on the island of Mauritius.,NA,NA,NA,NA,NA,"Cheke AS (1987) An ecological history of the Mascarene islands, with particular reference to extinctions and introductions of land vertebrates. In: Diamond AW (ed) Mascarene Island Birds, pp 5–89. Cambridge University Press, Cambridge.",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,U.S.A.,Florida,(12) Indirect impacts through interactions with other species,DD - Data deficient,"Pycnonotus jocosus spreads plant invasives including: Brazilian jasmine (Jasminum fluminense), Brazilian peppertree (Schinus terebinthifolius), Bengal fig (Ficus benghalensis), and Lantana spp.",NA,NA,NA,NA,NA,"Carleton AR and Owre OT (1975) The Red-whiskered Bulbul in Florida: 1960-71. The Auk Vol. 92, No. 1: 40-57.",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(12) Indirect impacts through interactions with other species,DD - Data deficient,A disastrous example of the introduction of a dispersal agent for a plant already present but quiescent is provided by the explosive spread of the weed Cordia interrupta in Mauritius following the introduction of the Red-whiskered Bulbul Pycnonotus jocosus. This bulbul is also considered to be the principal dispersal agent of the privet.,NA,NA,NA,NA,NA,Diamond AW (2009) Studies of Mascarene Island Birds. Edited by Anthony William Diamond. Cambridge University Press.,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(12) Indirect impacts through interactions with other species,DD - Data deficient,"Many studies have shown that plant or bird invasions can be facilitated by native species, but few have demonstrated the possibility of a positive interaction between introduced species. We analysed the relationships between four invasive alien fleshy-fruited plants, Clidemia hirta, Rubus alceifolius, Lantana camara, Schinus terebinthifolius, and an invasive alien bird, the red-whiskered bulbul Pycnonotus jocosus introduced to Reunion Island (Indian Ocean). We compared the distribution of food items in the bulbul diet according to seasons and to abundance classes of this bird. Pycnonotus jocosus is mostly frugivorous and frequently eats the main alien plants (more than 80% frequency of food items). Sites with alien species, such as Clidemia hirta, providing fruits throughout the year supported more birds than sites providing fruits, such as Schinus terebinthifolius, seasonally. The birds facilitated seed germination by removing the pulp of fruit: the final per cent germination (FG) of cleaned seeds was higher than those within the fruit for three of the four plant species and in some cases passage through birds significantly increased FG (Schinus terebinthifolius) or Coefficient of Velocity (CV) (Lantana camara)",NA,NA,NA,NA,NA,"Mandon-Dalger I et al. (2004) Relationships between alien plants and an alien bird species on Reunion Island. Journal of Tropical Ecology, 20(6), pp.635–642.",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
